schema	step	metric	k	mean	std
correct_plus_line_valid_plus_0p1_format	18	invalid_but_correct	8	0.361212	0.108156
correct_plus_line_valid_plus_0p1_format	18	invalid_but_correct	64	0.033333	0.023570
correct_plus_line_valid_plus_0p1_format	19	correct	1	0.816667	0.047248
correct_plus_line_valid_plus_0p1_format	19	correct	8	0.973150	0.010894
correct_plus_line_valid_plus_0p1_format	19	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	19	valid	1	0.128125	0.007103
correct_plus_line_valid_plus_0p1_format	19	valid	8	0.479941	0.036147
correct_plus_line_valid_plus_0p1_format	19	valid	64	0.866667	0.062361
correct_plus_line_valid_plus_0p1_format	19	joint	1	0.125000	0.007967
correct_plus_line_valid_plus_0p1_format	19	joint	8	0.464783	0.034133
correct_plus_line_valid_plus_0p1_format	19	joint	64	0.850000	0.081650
correct_plus_line_valid_plus_0p1_format	19	valid_given_correct	1	0.153017	0.001801
correct_plus_line_valid_plus_0p1_format	19	valid_given_correct	8	0.477687	0.035491
correct_plus_line_valid_plus_0p1_format	19	valid_given_correct	64	0.850000	0.081650
correct_plus_line_valid_plus_0p1_format	19	invalid_but_correct	1	0.691667	0.039427
correct_plus_line_valid_plus_0p1_format	19	invalid_but_correct	8	0.508367	0.036334
correct_plus_line_valid_plus_0p1_format	19	invalid_but_correct	64	0.150000	0.081650
correct_plus_line_valid_plus_0p1_format	20	correct	1	0.771094	0.043259
correct_plus_line_valid_plus_0p1_format	20	correct	8	0.959276	0.042748
correct_plus_line_valid_plus_0p1_format	20	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	20	valid	1	0.056510	0.013263
correct_plus_line_valid_plus_0p1_format	20	valid	8	0.321402	0.064259
correct_plus_line_valid_plus_0p1_format	20	valid	64	0.733333	0.154560
correct_plus_line_valid_plus_0p1_format	20	joint	1	0.051563	0.009397
correct_plus_line_valid_plus_0p1_format	20	joint	8	0.298602	0.042089
correct_plus_line_valid_plus_0p1_format	20	joint	64	0.683333	0.084984
correct_plus_line_valid_plus_0p1_format	20	valid_given_correct	1	0.067253	0.014075
correct_plus_line_valid_plus_0p1_format	20	valid_given_correct	8	0.313777	0.058780
correct_plus_line_valid_plus_0p1_format	20	valid_given_correct	64	0.683333	0.084984
correct_plus_line_valid_plus_0p1_format	20	invalid_but_correct	1	0.719531	0.046618
correct_plus_line_valid_plus_0p1_format	20	invalid_but_correct	8	0.660674	0.083060
correct_plus_line_valid_plus_0p1_format	20	invalid_but_correct	64	0.316667	0.084984
correct_times_line_valid_plus_0p1_format	1	correct	1	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	valid	1	0.999479	0.000737
correct_times_line_valid_plus_0p1_format	1	valid	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	joint	1	0.999479	0.000737
correct_times_line_valid_plus_0p1_format	1	joint	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	valid_given_correct	1	0.999479	0.000737
correct_times_line_valid_plus_0p1_format	1	valid_given_correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	invalid_but_correct	1	0.000521	0.000737
correct_times_line_valid_plus_0p1_format	1	invalid_but_correct	8	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	1	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	2	correct	1	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	2	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	2	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	2	valid	1	0.937760	0.010173
correct_times_line_valid_plus_0p1_format	2	valid	8	0.999993	0.000008
correct_times_line_valid_plus_0p1_format	2	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	2	joint	1	0.937760	0.010173
correct_times_line_valid_plus_0p1_format	2	joint	8	0.999993	0.000008
correct_times_line_valid_plus_0p1_format	2	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	2	valid_given_correct	1	0.937760	0.010173
correct_times_line_valid_plus_0p1_format	2	valid_given_correct	8	0.999993	0.000008
correct_times_line_valid_plus_0p1_format	2	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	2	invalid_but_correct	1	0.062240	0.010173
correct_times_line_valid_plus_0p1_format	2	invalid_but_correct	8	0.000007	0.000008
correct_times_line_valid_plus_0p1_format	2	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	correct	1	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	valid	1	0.960417	0.006293
correct_times_line_valid_plus_0p1_format	3	valid	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	joint	1	0.960417	0.006293
correct_times_line_valid_plus_0p1_format	3	joint	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	valid_given_correct	1	0.960417	0.006293
correct_times_line_valid_plus_0p1_format	3	valid_given_correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	invalid_but_correct	1	0.039583	0.006293
correct_times_line_valid_plus_0p1_format	3	invalid_but_correct	8	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	3	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	4	correct	1	0.999740	0.000368
correct_times_line_valid_plus_0p1_format	4	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	4	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	4	valid	1	0.780208	0.012440
correct_times_line_valid_plus_0p1_format	4	valid	8	0.999357	0.000333
correct_times_line_valid_plus_0p1_format	4	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	4	joint	1	0.780208	0.012440
correct_times_line_valid_plus_0p1_format	4	joint	8	0.999357	0.000333
correct_times_line_valid_plus_0p1_format	4	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	4	valid_given_correct	1	0.780409	0.012270
correct_times_line_valid_plus_0p1_format	4	valid_given_correct	8	0.999357	0.000333
correct_times_line_valid_plus_0p1_format	4	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	4	invalid_but_correct	1	0.219531	0.012220
correct_times_line_valid_plus_0p1_format	4	invalid_but_correct	8	0.000643	0.000333
correct_times_line_valid_plus_0p1_format	4	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	5	correct	1	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	5	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	5	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	5	valid	1	0.807552	0.032308
correct_times_line_valid_plus_0p1_format	5	valid	8	0.999455	0.000318
correct_times_line_valid_plus_0p1_format	5	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	5	joint	1	0.807552	0.032308
correct_times_line_valid_plus_0p1_format	5	joint	8	0.999455	0.000318
correct_times_line_valid_plus_0p1_format	5	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	5	valid_given_correct	1	0.807552	0.032308
correct_times_line_valid_plus_0p1_format	5	valid_given_correct	8	0.999455	0.000318
correct_times_line_valid_plus_0p1_format	5	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	5	invalid_but_correct	1	0.192448	0.032308
correct_times_line_valid_plus_0p1_format	5	invalid_but_correct	8	0.000545	0.000318
correct_times_line_valid_plus_0p1_format	5	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	6	correct	1	0.996615	0.002656
correct_times_line_valid_plus_0p1_format	6	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	6	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	6	valid	1	0.688802	0.012505
correct_times_line_valid_plus_0p1_format	6	valid	8	0.995407	0.002897
correct_times_line_valid_plus_0p1_format	6	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	6	joint	1	0.688021	0.012142
correct_times_line_valid_plus_0p1_format	6	joint	8	0.995407	0.002896
correct_times_line_valid_plus_0p1_format	6	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	6	valid_given_correct	1	0.690331	0.010402
correct_times_line_valid_plus_0p1_format	6	valid_given_correct	8	0.995407	0.002896
correct_times_line_valid_plus_0p1_format	6	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	6	invalid_but_correct	1	0.308594	0.009568
correct_times_line_valid_plus_0p1_format	6	invalid_but_correct	8	0.004593	0.002896
correct_times_line_valid_plus_0p1_format	6	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	7	correct	1	0.999219	0.001105
correct_times_line_valid_plus_0p1_format	7	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	7	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	7	valid	1	0.649740	0.008495
correct_times_line_valid_plus_0p1_format	7	valid	8	0.990257	0.001351
correct_times_line_valid_plus_0p1_format	7	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	7	joint	1	0.649740	0.008495
correct_times_line_valid_plus_0p1_format	7	joint	8	0.990257	0.001351
correct_times_line_valid_plus_0p1_format	7	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	7	valid_given_correct	1	0.650244	0.008210
correct_times_line_valid_plus_0p1_format	7	valid_given_correct	8	0.990257	0.001351
correct_times_line_valid_plus_0p1_format	7	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	7	invalid_but_correct	1	0.349479	0.008077
correct_times_line_valid_plus_0p1_format	7	invalid_but_correct	8	0.009743	0.001351
correct_times_line_valid_plus_0p1_format	7	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	8	correct	1	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	8	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	8	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	8	valid	1	0.785677	0.014067
correct_times_line_valid_plus_0p1_format	8	valid	8	0.999448	0.000180
correct_times_line_valid_plus_0p1_format	8	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	8	joint	1	0.785677	0.014067
correct_times_line_valid_plus_0p1_format	8	joint	8	0.999448	0.000180
correct_times_line_valid_plus_0p1_format	8	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	8	valid_given_correct	1	0.785677	0.014067
correct_times_line_valid_plus_0p1_format	8	valid_given_correct	8	0.999448	0.000180
correct_times_line_valid_plus_0p1_format	8	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	8	invalid_but_correct	1	0.214323	0.014067
correct_times_line_valid_plus_0p1_format	8	invalid_but_correct	8	0.000552	0.000180
correct_times_line_valid_plus_0p1_format	8	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	9	correct	1	0.995312	0.004183
correct_times_line_valid_plus_0p1_format	9	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	9	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	9	valid	1	0.697135	0.008613
correct_times_line_valid_plus_0p1_format	9	valid	8	0.947993	0.001193
correct_times_line_valid_plus_0p1_format	9	valid	64	0.950000	0.000000
correct_times_line_valid_plus_0p1_format	9	joint	1	0.697135	0.008613
correct_times_line_valid_plus_0p1_format	9	joint	8	0.947993	0.001193
correct_times_line_valid_plus_0p1_format	9	joint	64	0.950000	0.000000
correct_times_line_valid_plus_0p1_format	9	valid_given_correct	1	0.700467	0.011592
correct_times_line_valid_plus_0p1_format	9	valid_given_correct	8	0.947993	0.001193
correct_times_line_valid_plus_0p1_format	9	valid_given_correct	64	0.950000	0.000000
correct_times_line_valid_plus_0p1_format	9	invalid_but_correct	1	0.298177	0.012779
correct_times_line_valid_plus_0p1_format	9	invalid_but_correct	8	0.052007	0.001193
correct_times_line_valid_plus_0p1_format	9	invalid_but_correct	64	0.050000	0.000000
correct_times_line_valid_plus_0p1_format	10	correct	1	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	10	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	10	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	10	valid	1	0.723438	0.014588
correct_times_line_valid_plus_0p1_format	10	valid	8	0.997873	0.001006
correct_times_line_valid_plus_0p1_format	10	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	10	joint	1	0.723438	0.014588
correct_times_line_valid_plus_0p1_format	10	joint	8	0.997873	0.001006
correct_times_line_valid_plus_0p1_format	10	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	10	valid_given_correct	1	0.723438	0.014588
correct_times_line_valid_plus_0p1_format	10	valid_given_correct	8	0.997873	0.001006
correct_times_line_valid_plus_0p1_format	10	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	10	invalid_but_correct	1	0.276562	0.014588
correct_times_line_valid_plus_0p1_format	10	invalid_but_correct	8	0.002127	0.001006
correct_times_line_valid_plus_0p1_format	10	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	11	correct	1	0.965625	0.009266
correct_times_line_valid_plus_0p1_format	11	correct	8	0.995254	0.005050
correct_times_line_valid_plus_0p1_format	11	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	11	valid	1	0.660417	0.018969
correct_times_line_valid_plus_0p1_format	11	valid	8	0.957264	0.012192
correct_times_line_valid_plus_0p1_format	11	valid	64	0.966667	0.023570
correct_times_line_valid_plus_0p1_format	11	joint	1	0.659896	0.018601
correct_times_line_valid_plus_0p1_format	11	joint	8	0.954525	0.008333
correct_times_line_valid_plus_0p1_format	11	joint	64	0.966667	0.023570
correct_times_line_valid_plus_0p1_format	11	valid_given_correct	1	0.683297	0.014438
correct_times_line_valid_plus_0p1_format	11	valid_given_correct	8	0.959070	0.005820
correct_times_line_valid_plus_0p1_format	11	valid_given_correct	64	0.966667	0.023570
correct_times_line_valid_plus_0p1_format	11	invalid_but_correct	1	0.305729	0.012142
correct_times_line_valid_plus_0p1_format	11	invalid_but_correct	8	0.040730	0.005771
correct_times_line_valid_plus_0p1_format	11	invalid_but_correct	64	0.033333	0.023570
correct_times_line_valid_plus_0p1_format	12	correct	1	0.999740	0.000368
correct_times_line_valid_plus_0p1_format	12	correct	8	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	12	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	12	valid	1	0.688281	0.024861
correct_times_line_valid_plus_0p1_format	12	valid	8	0.948682	0.001110
correct_times_line_valid_plus_0p1_format	12	valid	64	0.950000	0.000000
correct_times_line_valid_plus_0p1_format	12	joint	1	0.688281	0.024861
correct_times_line_valid_plus_0p1_format	12	joint	8	0.948682	0.001110
correct_times_line_valid_plus_0p1_format	12	joint	64	0.950000	0.000000
correct_times_line_valid_plus_0p1_format	12	valid_given_correct	1	0.688459	0.024807
correct_times_line_valid_plus_0p1_format	12	valid_given_correct	8	0.948682	0.001110
correct_times_line_valid_plus_0p1_format	12	valid_given_correct	64	0.950000	0.000000
correct_times_line_valid_plus_0p1_format	12	invalid_but_correct	1	0.311458	0.024782
correct_times_line_valid_plus_0p1_format	12	invalid_but_correct	8	0.051318	0.001110
correct_times_line_valid_plus_0p1_format	12	invalid_but_correct	64	0.050000	0.000000
correct_times_line_valid_plus_0p1_format	13	correct	1	0.896094	0.011122
correct_times_line_valid_plus_0p1_format	13	correct	8	0.938163	0.023299
correct_times_line_valid_plus_0p1_format	13	correct	64	0.966667	0.023570
correct_times_line_valid_plus_0p1_format	13	valid	1	0.448958	0.060412
correct_times_line_valid_plus_0p1_format	13	valid	8	0.882356	0.008170
correct_times_line_valid_plus_0p1_format	13	valid	64	0.916667	0.023570
correct_times_line_valid_plus_0p1_format	13	joint	1	0.444531	0.056167
correct_times_line_valid_plus_0p1_format	13	joint	8	0.880250	0.010972
correct_times_line_valid_plus_0p1_format	13	joint	64	0.900000	0.000000
correct_times_line_valid_plus_0p1_format	13	valid_given_correct	1	0.496802	0.067957
correct_times_line_valid_plus_0p1_format	13	valid_given_correct	8	0.938863	0.026637
correct_times_line_valid_plus_0p1_format	13	valid_given_correct	64	0.931579	0.022330
correct_times_line_valid_plus_0p1_format	13	invalid_but_correct	1	0.451563	0.065665
correct_times_line_valid_plus_0p1_format	13	invalid_but_correct	8	0.057913	0.025840
correct_times_line_valid_plus_0p1_format	13	invalid_but_correct	64	0.066667	0.023570
correct_times_line_valid_plus_0p1_format	14	correct	1	0.951562	0.028348
correct_times_line_valid_plus_0p1_format	14	correct	8	0.992459	0.010406
correct_times_line_valid_plus_0p1_format	14	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	14	valid	1	0.441667	0.024880
correct_times_line_valid_plus_0p1_format	14	valid	8	0.883396	0.033109
correct_times_line_valid_plus_0p1_format	14	valid	64	0.950000	0.040825
correct_times_line_valid_plus_0p1_format	14	joint	1	0.441406	0.024878
correct_times_line_valid_plus_0p1_format	14	joint	8	0.883326	0.033207
correct_times_line_valid_plus_0p1_format	14	joint	64	0.950000	0.040825
correct_times_line_valid_plus_0p1_format	14	valid_given_correct	1	0.464126	0.026543
correct_times_line_valid_plus_0p1_format	14	valid_given_correct	8	0.889787	0.024482
correct_times_line_valid_plus_0p1_format	14	valid_given_correct	64	0.950000	0.040825
correct_times_line_valid_plus_0p1_format	14	invalid_but_correct	1	0.510156	0.033244
correct_times_line_valid_plus_0p1_format	14	invalid_but_correct	8	0.109134	0.023020
correct_times_line_valid_plus_0p1_format	14	invalid_but_correct	64	0.050000	0.040825
correct_times_line_valid_plus_0p1_format	15	correct	1	0.963802	0.007690
correct_times_line_valid_plus_0p1_format	15	correct	8	0.999945	0.000072
correct_times_line_valid_plus_0p1_format	15	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	15	valid	1	0.464844	0.061187
correct_times_line_valid_plus_0p1_format	15	valid	8	0.911478	0.033317
correct_times_line_valid_plus_0p1_format	15	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	15	joint	1	0.464583	0.061252
correct_times_line_valid_plus_0p1_format	15	joint	8	0.910483	0.033439
correct_times_line_valid_plus_0p1_format	15	joint	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	15	valid_given_correct	1	0.481776	0.061104
correct_times_line_valid_plus_0p1_format	15	valid_given_correct	8	0.910531	0.033386
correct_times_line_valid_plus_0p1_format	15	valid_given_correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	15	invalid_but_correct	1	0.499219	0.057222
correct_times_line_valid_plus_0p1_format	15	invalid_but_correct	8	0.089462	0.033378
correct_times_line_valid_plus_0p1_format	15	invalid_but_correct	64	0.000000	0.000000
correct_times_line_valid_plus_0p1_format	16	correct	1	0.963021	0.047334
correct_times_line_valid_plus_0p1_format	16	correct	8	0.997975	0.002864
correct_times_line_valid_plus_0p1_format	16	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	16	valid	1	0.357552	0.039940
correct_times_line_valid_plus_0p1_format	16	valid	8	0.891611	0.050599
correct_times_line_valid_plus_0p1_format	16	valid	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	16	joint	1	0.356510	0.041263
correct_times_line_valid_plus_0p1_format	16	joint	8	0.885159	0.059702
correct_times_line_valid_plus_0p1_format	16	joint	64	0.983333	0.023570
correct_times_line_valid_plus_0p1_format	16	valid_given_correct	1	0.369175	0.028027
correct_times_line_valid_plus_0p1_format	16	valid_given_correct	8	0.886791	0.057399
correct_times_line_valid_plus_0p1_format	16	valid_given_correct	64	0.983333	0.023570
correct_times_line_valid_plus_0p1_format	16	invalid_but_correct	1	0.606510	0.021370
correct_times_line_valid_plus_0p1_format	16	invalid_but_correct	8	0.112816	0.056844
correct_times_line_valid_plus_0p1_format	16	invalid_but_correct	64	0.016667	0.023570
correct_times_line_valid_plus_0p1_format	17	correct	1	0.910417	0.076134
correct_times_line_valid_plus_0p1_format	17	correct	8	0.998632	0.001471
correct_times_line_valid_plus_0p1_format	17	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	17	valid	1	0.258854	0.029345
correct_times_line_valid_plus_0p1_format	17	valid	8	0.769964	0.039729
correct_times_line_valid_plus_0p1_format	17	valid	64	0.966667	0.023570
correct_times_line_valid_plus_0p1_format	17	joint	1	0.237500	0.004183
correct_times_line_valid_plus_0p1_format	17	joint	8	0.749401	0.016715
correct_times_line_valid_plus_0p1_format	17	joint	64	0.966667	0.023570
correct_times_line_valid_plus_0p1_format	17	valid_given_correct	1	0.262845	0.024083
correct_times_line_valid_plus_0p1_format	17	valid_given_correct	8	0.750447	0.017533
correct_times_line_valid_plus_0p1_format	17	valid_given_correct	64	0.966667	0.023570
correct_times_line_valid_plus_0p1_format	17	invalid_but_correct	1	0.672917	0.076452
correct_times_line_valid_plus_0p1_format	17	invalid_but_correct	8	0.249231	0.017766
correct_times_line_valid_plus_0p1_format	17	invalid_but_correct	64	0.033333	0.023570
correct_times_line_valid_plus_0p1_format	18	correct	1	0.979687	0.011710
correct_times_line_valid_plus_0p1_format	18	correct	8	0.999994	0.000008
correct_times_line_valid_plus_0p1_format	18	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	18	valid	1	0.171094	0.041590
correct_times_line_valid_plus_0p1_format	18	valid	8	0.649668	0.103528
correct_times_line_valid_plus_0p1_format	18	valid	64	0.933333	0.047140
correct_times_line_valid_plus_0p1_format	18	joint	1	0.170833	0.041351
correct_times_line_valid_plus_0p1_format	18	joint	8	0.649567	0.103465
correct_times_line_valid_plus_0p1_format	18	joint	64	0.933333	0.047140
correct_times_line_valid_plus_0p1_format	18	valid_given_correct	1	0.174167	0.041600
correct_times_line_valid_plus_0p1_format	18	valid_given_correct	8	0.649571	0.103468
correct_times_line_valid_plus_0p1_format	18	valid_given_correct	64	0.933333	0.047140
correct_times_line_valid_plus_0p1_format	18	invalid_but_correct	1	0.808854	0.037393
correct_times_line_valid_plus_0p1_format	18	invalid_but_correct	8	0.350428	0.103469
correct_times_line_valid_plus_0p1_format	18	invalid_but_correct	64	0.066667	0.047140
correct_times_line_valid_plus_0p1_format	19	correct	1	0.818490	0.042740
correct_times_line_valid_plus_0p1_format	19	correct	8	0.964686	0.017394
correct_times_line_valid_plus_0p1_format	19	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	19	valid	1	0.138021	0.013446
correct_times_line_valid_plus_0p1_format	19	valid	8	0.474284	0.054715
correct_times_line_valid_plus_0p1_format	19	valid	64	0.783333	0.102740
correct_times_line_valid_plus_0p1_format	19	joint	1	0.135156	0.014377
correct_times_line_valid_plus_0p1_format	19	joint	8	0.459683	0.049154
correct_times_line_valid_plus_0p1_format	19	joint	64	0.766667	0.102740
correct_times_line_valid_plus_0p1_format	19	valid_given_correct	1	0.165059	0.013933
correct_times_line_valid_plus_0p1_format	19	valid_given_correct	8	0.476512	0.049669
correct_times_line_valid_plus_0p1_format	19	valid_given_correct	64	0.766667	0.102740
correct_times_line_valid_plus_0p1_format	19	invalid_but_correct	1	0.683333	0.036406
correct_times_line_valid_plus_0p1_format	19	invalid_but_correct	8	0.505003	0.049194
correct_times_line_valid_plus_0p1_format	19	invalid_but_correct	64	0.233333	0.102740
correct_times_line_valid_plus_0p1_format	20	correct	1	0.768229	0.043157
correct_times_line_valid_plus_0p1_format	20	correct	8	0.952354	0.043113
correct_times_line_valid_plus_0p1_format	20	correct	64	1.000000	0.000000
correct_times_line_valid_plus_0p1_format	20	valid	1	0.062760	0.010794
correct_times_line_valid_plus_0p1_format	20	valid	8	0.355536	0.043271
correct_times_line_valid_plus_0p1_format	20	valid	64	0.833333	0.084984
correct_times_line_valid_plus_0p1_format	20	joint	1	0.057552	0.008301
correct_times_line_valid_plus_0p1_format	20	joint	8	0.327275	0.028203
correct_times_line_valid_plus_0p1_format	20	joint	64	0.783333	0.023570
correct_times_line_valid_plus_0p1_format	20	valid_given_correct	1	0.075698	0.014620
correct_times_line_valid_plus_0p1_format	20	valid_given_correct	8	0.345550	0.044296
correct_times_line_valid_plus_0p1_format	20	valid_given_correct	64	0.783333	0.023570
correct_times_line_valid_plus_0p1_format	20	invalid_but_correct	1	0.710677	0.050973
correct_times_line_valid_plus_0p1_format	20	invalid_but_correct	8	0.625079	0.068865
correct_times_line_valid_plus_0p1_format	20	invalid_but_correct	64	0.216667	0.023570
